,name,team,rank,$,points,risk,tier,outlook,position,points_per_dollar,risk_adjusted_points_per_dollar
211,Anthony Schwartz,CLE,101,1,60.7,0.41111111111111115,9,Anthony Schwartz saw just 23 targets as a rookie. He'll have to compete with David Bell and Donovan Peoples-Jones for targets behind Amari Cooper.,WR,60.7,24.954
212,Nelson Agholor,NE,102,1,53.3,0.47777777777777775,9,"Remember when the Patriots out-bid themselves on Agholor and Kendrick Bourne last free agency period then chose to run the ball at the highest rate in football? Good times. Only four NFL WRs carry a bigger cap hit than Agholor in 2022. Unless the Patriots decide to let Mac Jones throw the ball more this year, they’re paying Agholor a ton of money to block his butt off.",WR,53.3,25.466
213,Tyquan Thornton,NE,103,1,46.1,0.5555555555555556,10,"We wouldn't be surprised to see Thornton get stuck behind the other Pats WRs as a rookie. He will probably contribute on special teams to open the year but could find his way onto the field as a field stretcher as the year goes on. Nevertheless, this is a low-volume passing offense and despite his tantalizing speed, he's not on the redraft radar in 2022.",WR,46.1,25.611
214,Calvin Austin III,PIT,104,1,44.9,0.6666666666666666,10,"Selected in the 4th round, Austin is a bit undersized (5'8"", 170) but ran a blazing 4.32 at the combine. He gathered back-to-back 1,000-yard seasons at Kentucky and has made some plays in training camp down the field. He'll have to overcome a crowded WR corps but he could have a chance to work his way into the rotation at some point.",WR,44.9,29.933
215,Sterling Shepard,NYG,105,1,39.7,0.8888888888888888,10,"Shepard is coming off a late-season Achilles injury, and a lot of the data shows older players struggle off this surgery. He recently turned 29 years old, suggesting the odds are stacked against him being productive, especially early in the season. While this new look offense under Brian Daboll is something to get excited about, Shepard’s injury makes him a giant question mark…pun intended.",WR,39.7,35.289
216,Tutu Atwell,LAR,106,1,34.3,0.2777777777777778,10,"His weight (155 lbs) is frightening to imagine someone running around on an NFL football field. Terrifying, actually. Sean McVay did spend the team’s first draft pick (2nd round, 57th overall) in 2021 on Atwell and compared him to DeSean Jackson. With Van Jefferson potentially starting the year slow, he could see more snaps. He consistently weighs in at one tutu if your league rewards points for that kinda thing.",WR,34.3,9.528
217,James Washington,DAL,107,1,27.4,0.6666666666666666,10,"Washington lands in Dallas on a one-year deal worth less than $2 million after earning a riveting 7.5% target share last season. I suppose Washington could earn some playing time as the Cowboys’ WR3/4, especially early in the season if Gallup isn’t ready to start the year coming off his ACL injury.",WR,27.4,18.267
218,Tim Patrick,DEN,108,1,0.0,1.0,10,"Fireball Jones! Oh, the hopes we had for you in 2022. Sadly the 6'4"" WR tore his ACL in early August and will miss the entire season.",WR,0.0,0.0
219,John Metchie III,HOU,109,1,0.0,1.0,10,"Metchie tore his ACL during his final season at Alabama before being drafted by Houston in the 2nd round of this April’s Draft. He will likely start slow as a result, making him low on our boards in redraft, but he’s a name to monitor to see if he becomes a waiver wire hero later in the year. The depth chart behind Brandin Cooks is wide open in Houston.",WR,0.0,0.0
221,Travis Kelce,KC,2,29,213.0,0.07777777777777778,1,"Last year was the first time since 2016 that he didn't finish as the TE1...what a loser! His TE2 finish last season was still an obvious difference maker in fantasy. Ask any of your league mates - when they see Kelce in your lineup, it's terrifying. Now, he'll be playing a full season without Tyreek Hill and a bunch of unproven/role player WRs on the depth chart. Kelce could go absolutely nuclear in 2022 even at 32 years old.",TE,7.345,0.571
222,Dalton Schultz,DAL,3,15,173.9,0.1111111111111111,2,"The doctor is in! Dr. Schultz is set up for success in 2022 after a breakout campaign a year ago. After running the third most routes run among all TEs last season, the opportunity ahead for Schultz in a good offense is massive. The Cowboys are vacating 181 WR targets AND 44% (!!) of their targets from inside the 10-yard line, giving him paths to both an increase in target share and TDs in 2022. We're extremely bullish on Schultz if you miss out on one of the top three guys this year, especially considering Michael Gallup is recovering from a late-season ACL injury.",TE,11.593,1.288
223,Kyle Pitts,ATL,4,15,173.8,0.25555555555555554,2,"Oh, no big deal. All Kyle Pitts did a season ago is post the 2nd best rookie receiving season for a TE ever, behind only Mike Ditka. With the lack of available playmakers in the offense, Pitts should go over 1,000 yards again this year, but the TD upside is a concern. We're not exactly excited about the upside of an offense run by a combination of Marcus Mariota and 3rd round rookie, Desmond Ridder. That said, from an analytics standpoint, Pitts is a screaming positive regression candidate in the TD department. He saw the 4th most targets a year ago among all TEs and scored just once.",TE,11.587,2.961
224,Darren Waller,LV,5,13,167.2,0.25555555555555554,2,"Waller was the consensus TE2 entering the 2021 season and failed to deliver on that ADP. He missed Weeks 13-17 during fantasy crunch time with a knee injury but is fully healthy to enter the season. While Waller is still one of few TEs can separate at the position, he's typically been a volume guy. Will he see that same volume with Davante Adams now on the roster? His biggest target competition in 2020 when he was the TE2 was Nelson Agholor and in 2019 when he was the TE3, it was Tyrell Williams.",TE,12.862,3.287
225,George Kittle,SF,6,12,166.9,0.41111111111111115,2,"As is the case most years, Kittle is one of just a few TEs who has the upside that actually makes you excited to roster a TE in fantasy. His ADP got a little out of control last season when he was a 2nd round pick in fantasy, but now that his ADP is a bit more palatable, it makes sense to buy back into Kittle this year.",TE,13.908,5.718
226,T.J. Hockenson,DET,7,9,154.2,0.2222222222222222,3,"Don't look now, but the Lions quietly have a sneaky good group of young weapons and that includes T.J. Hockenson. Hock enters his fourth year in the NFL, which is typically when breakout seasons happen for the position. If you miss out on one of the elite TEs at the top, we don't mind taking a shot on the Hockstrap who has shown an ability to earn targets in his young career. He only played in 12 games a year ago but was on pace to earn 100+ targets for a second straight season, and that's more than you can say for a lot of TEs in the NFL.",TE,17.133,3.807
227,Dallas Goedert,PHI,8,7,150.0,0.25555555555555554,3,"For the last two years, Goedert fantasy managers have been wanting to kick Zach Ertz to the curb in hopes that he would have the TE1 role to himself. We finally saw it last year when Ertz was shipped off to Arizona, and Goedert capitalized on his opportunity. His 830 receiving yards were a career high and ranked 5th among all TEs last season, and what's most impressive about this is that he's the only TE who saw less than 75 targets to eclipse 700 receiving yards a year ago. Not surprisingly, his 2.33 yards per route run was an elite metric and ranked #1 among all TEs. Goedert is a proven pass catcher, but the addition of A.J. Brown into this lineup is going to make the target volume difficult, suggesting a regression in efficiency is likely.",TE,21.429,5.476
228,Zach Ertz,ARI,9,7,149.9,0.25555555555555554,3,"Ertz was a forgotten man in fantasy to enter the season when he was in Philly, then he was traded mid-season to the Cardinals and saw a ton of volume. From Week 7 on after he was traded, Ertz was the TE6 in fantasy land. With DeAndre Hopkins out for the first six weeks to start the year, Ertz figures to be a focal point of Arizona's passing attack yet again after the team signed him to a 3-year extension this off-season.",TE,21.414,5.472
229,Cole Kmet,CHI,10,5,144.1,0.25555555555555554,3,"Jimmy Grandpa and his bedpan are finally in a retirement home, which should open up some scoring opportunities for Cole Kmet in the red zone. A year ago, 25 TEs saw at least 50 targets. Kmet is the only one who didn't score a single TD, making him an obvious positive regression candidate...that is, assuming the Bears can actually get into the red zone this year. He feels like one of those guys you can talk yourself into later in your draft, especially when you consider this team's WR2 is Byron Pringle (don't laugh), but the reality is, the floor is probably lower than it may seem on what projects to be a bad Bears offense.",TE,28.82,7.365
230,Dawson Knox,BUF,11,5,141.3,0.25555555555555554,3,"Prior to 2021, the Bills' offense barely featured the TE position, but that should change after Knox proved to be a top pass catcher at the position, especially near the goal line. Knox's 2021 season is eerily similar to that of Robert Tonyan from 2020. Knox caught just 49 passes a season ago. Nine of them were for a TD, which is basically what led to his breakout season. To put this in perspective, Knox caught a TD pass on 18% of his receptions, which is highly unlikely to be repeated, even in the Bills high-powered offense. Unless we see more volume for Knox, he could disappoint relative to his TE8 finish a year ago.",TE,28.26,7.222
231,Pat Freiermuth,PIT,12,2,133.2,0.24444444444444446,4,"Could the MUTH have been any more LUTH in 2021? For how fun it is to say that, let's hope he gets even more LUTH in 2022. With Eric Ebron on the roster last year, the MUTH didn't turn into an every down player until the back half of the year, but now Ebron is out of the way, and we expect Freiuermuth's route rate to increase quite a bit this season. It's encouraging how Pittsburgh used him last year. His nine targets inside the 10-zone tied for 2nd most at the position. The big stain on his 2022 outlook is playing with a rookie QB. This offense could be nerfed for at least a year as Kenny Pickett adjusts to life in the NFL.",TE,66.6,16.28
232,Hunter Henry,NE,13,1,128.2,0.3333333333333333,4,"Hunter Henry saw just 4.4 targets per game last year, yet he finished as the TE9 thanks to his 9 receiving TD a year ago. We would expect some regression in that department for 'ol Unter based on his lack of volume. Because the TE position is so weak for fantasy, any TE that can find the end zone regularly is in play as a weekly streamer.",TE,128.2,42.733
233,Noah Fant,SEA,14,1,126.5,0.30000000000000004,4,"Death, taxes, and fantasy managers claiming, ""THIS is the year Noah Fant breaks out."" To be fair, he does have that athletic profile we love in young TEs, but man, doesn't Noah Fant just feel uninspiring in 2022? It's a run-first team, Drew Lock or Geno Smith will be under center, and he's competing with DK Metcalf and Tyler Lockett for targets. It feels like a lot has to go right for Fant to break into the top 8 at the position. We'll take the under.",TE,126.5,37.95
234,Irv Smith Jr.,MIN,15,1,124.8,0.5222222222222223,4,"Sad times. We never got to see the BIG IRV breakout last year after he suffered a meniscus injury that required surgery. He never played in 2021. Now he enters his fourth year in the NFL (3rd playing season) with an opportunity to play as the Vikings' every down TE. Tyler Conklin is in New York and while that may seem super appetizing for Irv's fantasy outlook, we need to remember that Kirk Cousins' TE hasn't seen a 15+% target share since Jordan Reed did it in 2015. We like Irv as a back-end TE1 this year, but we know that isn't necessarily a difference maker at the position.",TE,124.8,65.173
235,Gerald Everett,LAC,16,1,121.3,0.3333333333333333,4,"Everett signed with the Chargers this off-season after playing in Seattle a year ago. If you're looking for late-round TEs who have a path to an outlier TD season, Everett certainly fits the bill as he'll be catching balls from Justin Herbert in a high-powered offense. That said, he's never earned more than a 15% target share, so he probably won't see enough volume to make a leap into the top-8.",TE,121.3,40.433
236,Mike Gesicki,MIA,17,1,119.9,0.25555555555555554,4,"Gesicki has quietly been pretty solid for fantasy over the last three years, finishing inside the top-12 three straight seasons. However, we're a bit lower on Gesicki in 2022 as we expect his 18.6% target share to regress this year. Tyreek Hill and Jaylen Waddle will probably command targets, which leaves far less volume for Gesicki this year compared to what he saw last year. We should get some solid streaming weeks, though.",TE,119.9,30.641
237,Evan Engram,JAX,18,1,118.8,0.6333333333333333,4,"Remember 2017? Whew, what a rookie season for Evan Engram. If you like rostering TEs whose name value is tied to production from FIVE YEARS AGO, then Engram is your dude. He's in Jacksonville on a one-year deal on an offense that was putrid in 2021. Maybe Engram has some low-end TE1 value but he's essentially a TE playing slot WR out there.",TE,118.8,75.24
238,Tyler Higbee,LAR,19,1,111.6,0.2777777777777778,4,"Higbee caught some steam last off-season as a breakout TE attached to a great offense. While he didn't quite live up to the hype, he also didn't kill you either. With Kupp and Robinson set to pace this team in targets, the volume may not be bankable for Higbee, but this team should find themselves in the red zone quite often and that's a lot more than you can say for a lot of these later round TEs.",TE,111.6,31.0
239,Logan Thomas,WAS,20,1,109.6,0.7,5,"Thomas is recovering from an ACL injury that reportedly involved multiple structures in addition to the ACL. We expect him to either start slowly or miss regular season games to open the year, but we should know more in August. Those drafting early should probably avoid Thomas, but we know what he can do when healthy. Look for Thomas to be a possible waiver wire add halfway through the season.",TE,109.6,76.72
240,Albert Okwuegbunam,DEN,21,1,107.5,0.5222222222222223,5,"Albert O is the new hotness in fantasy land after Noah Fant was traded to Seattle this off-season as he's now the de facto TE1 in Denver. Can he capitalize on the opportunity while playing with Russell Wilson? We've seen Wilson's TEs be fantasy viable in the past, but this WR room runs 4 deep in Denver with talented players like Tim Patrick and KJ Hamler waiting in the wings should anything happen to Courtland Sutton or Jerry Jeudy. Call us excited for the opportunity, yet skeptical of the breakout.",TE,107.5,56.139
241,David Njoku,CLE,22,1,104.7,0.25555555555555554,5,"The Browns franchise tagged him and then signed him to a 4-year, $56.75 million extension making him the 5th highest paid TE in the league. Austin Hooper is off this roster, and now Deshaun Watson is the QB, creating a path for Njoku to operate as the primary receiving TE in Cleveland. Njoku is an athletic monster who's flashed at times during his pro career, but he's struggled to earn targets. Expect ""The Chief"" to be a popular late-round TE this summer, but if his ADP gets out of control, don't be afraid to fade the hype.",TE,104.7,26.757
242,Mo Alie-Cox,IND,23,1,98.9,0.30000000000000004,5,"Gigantor! Mo-Alie Cox is the largest human in existence. Ok, maybe not but he looks that way out on the football field and could have a chance to break through as more than just a fun story in 2022. Jack Doyle and his baby hands retired this off-season, and the WR depth chart behind Pitty City is barren. We're not necessarily drafting him, but he could be a fun streamer throughout the season",TE,98.9,29.67
243,Robert Tonyan,GB,24,1,95.5,0.5888888888888889,6,"Bobby Tonyan's 2021 season came to an early end thanks to a torn ACL halfway through the season. Assuming he can return to full health, Tonyan has a chance to return fantasy value if he can carve out a red zone role amongst this lackluster group of pass catchers with Davante Adams now in Las Vegas. Even so, he's a difficult guy to project given that he only has one year of production in the NFL and that came thanks to an insane outlier TD season. We're not drafting Tonyan in standard 12-team leagues but he's a guy who could enter streaming territory throughout the year.",TE,95.5,56.239
244,Austin Hooper,TEN,25,1,93.9,0.2777777777777778,6,"It may seem enticing to talk yourself into Austin Hooper in Tennessee due to the fact that they vacate 67% of their targets from a season ago, but don't fall into that trap. Remember when Trey Burton or Vance McDonald or Hayden Hurst were supposed to be the next breakout TE because their team vacated a ton of targets? At this point, we sort of know what Hooper is in fantasy.",TE,93.9,26.083
245,Hayden Hurst,CIN,26,1,93.0,0.4444444444444444,6,"Hurst's fantasy value has been in free fall over the last two years, but now he lands in Cincy where we saw C.J. Uzomah have some usable fantasy weeks. We can probably expect some of the same from Hayden, but good luck figuring out when those weeks are going to be while he competes with Ja'Marr Chase, Tee Higgins, and Tyler Boyd for targets.",TE,93.0,41.333
246,Brevin Jordan,HOU,27,1,90.3,0.36666666666666664,6,"Last season, Jordan Akins led all Houston TEs in routes run, receptions, and yards. Granted, that was only 214 yards, but still, Akins is gone. Maybe Jordan can take over as the leading pass-catching TE for Davis Mills. The 2nd year player has a solid athletic profile and the window for opportunity at least is there. Will it matter for fantasy? Probably not, but it's a situation to monitor throughout the year.",TE,90.3,33.11
247,Kyle Rudolph,TB,28,1,79.5,0.36666666666666664,7,The Red-zone Reindeer now finds himself in a new habitat albeit with a QB not nearly as jolly or generous for fantasy options as his previous home. Rudolph is going to siphon away end-zone looks from Kenny Golladay and Evan Engram and literally ruin everything for fantasy. He’s the kid at the lunch table bent on smashing your food that no-one likes… but he keeps sitting with you.,TE,79.5,29.15
248,Adam Trautman,NO,29,1,77.9,0.41111111111111115,7,"Taysom Hill is reportedly being converted to a full-time TE, Michael Thomas is back and the team added Jarvis Landry via free agency and drafted Chris Olave in Round 1 of the NFL Draft. The Trautman dream was fun while it lasted.",TE,77.9,32.026
249,Daniel Bellinger,NYG,30,1,71.6,0.2777777777777778,7,"Who you may ask? Bellinger was a 4th round pick by the Giants with minimal production in college at San Diego State. However, he is huge (6'6"") and finds himself on a depth chart desperate for someone to be labeled as a starter. He could be streamable at some point if new HC Brian Daboll's offense clicks and Daniel Jones is somewhat competent. But for now, he's a name to monitor.",TE,71.6,19.889
250,Tommy Tremble,CAR,31,1,70.6,0.6111111111111112,7,"If you came here for something positive to say about Tommy Tremble from a fantasy perspective, you probably came to the wrong place. We're sure Tommy is a great guy, but for fantasy, he'll likely show up in the box scores every once in a while playing on this Panthers offense where the targets will be dominated by DJ Moore and Christian McCaffrey.",TE,70.6,43.144
251,Cameron Brate,TB,32,1,69.4,0.6333333333333333,8,"As it stands right now, Cameron Brate looks like a possible late-round target in fantasy after Rob Gronkowski announced his retirement. Being connected with Tom Brady is a beautiful thing but keep in mind in five total games without Gronk in 2021, Brate had seven combined receptions. He's a TD-or-bust kind of guy.",TE,69.4,43.953
252,Jonnu Smith,NE,33,1,67.3,0.5222222222222223,8,"Jonnu scored a huge free agent contract last year with New England, but that didn't translate to fantasy success. He saw just 45 targets in a run-heavy scheme. Pour one out for ya boy Jonnu's fantasy upside.",TE,67.3,35.146
253,C.J. Uzomah,NYJ,34,1,65.2,0.30000000000000004,8,"Uzomah had a mini-breakout last year with the Bengals en route to the Super Bowl, and that was kinda fun. But now he goes from Joe Burrow and the Bengals offense to a QB who wishes he was as cool as Joey B in Zach Wilson. Despite the team investing in Uzomah in free agency, we'd be shocked if he's fantasy relevant this year.",TE,65.2,19.56
254,Ricky Seals-Jones,NYG,35,1,64.3,0.5888888888888889,8,"Seals-Jones is now in New York as part of an ambiguous TE depth chart. We know Brian Daboll wants to throw the ball, but who is going to be the pass-catching TE for the G-men, and will it even matter? He's a name to monitor throughout the season as a potential streaming candidate. For the sake of our show and the entertainment we get out of Jason's seal noise, let's hope he earns some playing time.",TE,64.3,37.866
255,Greg Dulcich,DEN,36,1,63.4,0.30000000000000004,8,"Greg D! The mustached-man received day-2 draft capital and was one of the most productive Power 5 TEs in the country over the last two years, averaging 31.3% of his team’s receiving yards in 18 games. He now lands in a potentially high-powered offense led by Russell Wilson. While Albert Okwuegbunam is still on the roster, the camp buzz has placed this starting TE competition as up-in-the-air. He likely will have little fantasy relevance as a rookie but keep the name in mind... and the mustache.",TE,63.4,19.02
256,Trey McBride,ARI,37,1,54.3,0.5555555555555556,8,"He was a productive player in college with 90+ receptions at Colorado State last year. The Cardinals took him off the board in the 2nd round as the clear TE1 in this class. With Zach Ertz back, McBride probably won't be heard from during his rookie season.",TE,54.3,30.167
257,Will Dissly,SEA,38,1,44.4,0.5555555555555556,8,"Call us crazy, but we're not super into a TE who saw 26 targets a year ago whose now competing with pass catcher Noah Fant for playing time on an offense without Russell Wilson. For the sake of the show and the nickname, we'd love it if Big Montana came back.",TE,44.4,24.667
258,Jelani Woods,IND,39,1,38.3,0.6666666666666666,8,"Rookie TEs not named Kyle Pitts typically don't do much by way of fantasy production, especially rookie TEs selected in the 3rd round of the NFL Draft. He's not on our radar in redraft leagues, but he's a fun name to monitor for dynasty leagues.",TE,38.3,25.533
